Date,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,Day.Sum
10/08/2014,2,2,4,4,4,4,4,4,4,4,4,,,,,40
10/09/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/10/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/13/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/14/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/17/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/18/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/19/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/20/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/25/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/26/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/27/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/28/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/30/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/02/2014,2,0,2,2,2,0,2,12,2,2,2,,,,,28
11/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/05/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/06/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/07/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/09/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/11/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/12/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/13/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/14/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/15/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/16/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/17/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/18/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/20/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/21/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/22/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/23/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/24/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/27/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/28/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/30/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/05/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/06/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/07/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/08/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/09/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/14/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/16/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/18/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/19/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/20/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/21/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
