Date,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,Day.Sum
11/05/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/06/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/07/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/09/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/11/2015,6,0,0,0,0,0,0,2,2,0,2,,,,,12
11/12/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/13/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/14/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/15/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/16/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/17/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/18/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/20/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/21/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/22/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/23/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/24/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/27/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/28/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/01/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/02/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/05/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/06/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/07/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/08/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/09/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/14/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/16/2015,0,0,6,0,0,0,50,32,10,0,2,,,,,100
12/17/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/18/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/19/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/20/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/21/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/23/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/24/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/25/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/26/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/27/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/28/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/29/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/06/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/07/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/08/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/10/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/11/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/12/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/13/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/14/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/15/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/16/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/17/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/19/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/20/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/21/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/22/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/23/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/24/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/25/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/26/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/27/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/28/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/29/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/02/2016,0,0,2,8,0,0,0,2,2,0,2,,,,,16
02/03/2016,0,0,0,16,0,0,0,0,4,0,12,,,,,32
02/04/2016,0,0,0,10,0,0,0,2,6,0,2,,,,,20
02/05/2016,0,0,0,10,0,0,0,4,4,0,2,,,,,20
02/06/2016,0,0,0,6,0,0,0,2,2,0,2,,,,,12
02/07/2016,0,0,0,8,0,0,0,0,6,0,2,,,,,16
02/08/2016,0,0,0,12,0,0,0,4,4,0,4,,,,,24
02/09/2016,0,0,2,22,0,0,0,4,10,0,6,,,,,44
02/10/2016,0,0,2,30,0,0,0,6,10,0,12,,,,,60
02/11/2016,0,0,0,12,0,0,0,0,6,0,6,,,,,24
02/12/2016,0,0,0,8,0,0,0,0,6,0,2,,,,,16
02/13/2016,0,0,0,10,0,0,0,0,6,0,4,,,,,20
02/14/2016,0,0,0,12,0,0,0,2,6,0,4,,,,,24
02/15/2016,2,0,2,16,2,2,0,6,8,0,18,,,,,56
02/16/2016,0,0,0,10,0,0,0,4,4,0,2,,,,,20
02/17/2016,0,0,0,8,0,0,0,2,2,0,4,,,,,16
02/18/2016,0,0,0,10,0,0,0,0,6,0,4,,,,,20
