Date,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,Day.Sum
3/17/2014,0,0,0,0,0,0,0,0,0,0,0,0
3/18/2014,0,0,0,0,0,0,0,0,0,0,0,0
3/19/2014,0,0,0,0,0,0,0,0,0,0,0,0
3/20/2014,0,0,0,0,0,0,0,0,0,0,0,0
3/21/2014,0,0,0,0,0,0,0,0,0,0,0,0
3/22/2014,0,0,0,0,0,0,0,0,0,0,0,0
3/23/2014,0,0,0,0,0,0,0,0,0,0,0,0
3/24/2014,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2014,0,0,0,0,0,0,0,0,0,0,0,0
3/26/2014,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2014,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2014,0,0,0,0,0,0,0,0,0,0,0,0
3/29/2014,0,0,0,0,0,0,0,0,0,0,0,0
3/30/2014,0,0,0,0,0,0,0,0,0,0,0,0
3/31/2014,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2014,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2014,0,2,2,0,0,0,0,0,0,0,0,4
