Date,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,Day.Sum
08/05/2013,44,16,0,16,16,16,10,0,22,22,0,162
08/06/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/08/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/09/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/10/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/11/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/12/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/13/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/14/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/15/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/16/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/17/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/18/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/19/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/20/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/21/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/22/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/23/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/24/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/25/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/26/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/27/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/28/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/29/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/30/2013,0,0,0,0,0,0,0,0,0,0,0,0
08/31/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/01/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/02/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/04/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/05/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/06/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/07/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/08/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/09/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/10/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/11/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/12/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/13/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/14/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/15/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/16/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/17/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/18/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/19/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/20/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/21/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/22/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/23/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/24/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/25/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/26/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/27/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/28/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/29/2013,0,0,0,0,0,0,0,0,0,0,0,0
09/30/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/01/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/02/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/04/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/05/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/06/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/07/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/08/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/09/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/10/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/11/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/13/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/14/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/15/2013,0,0,0,2,0,2,2,0,0,0,0,6
10/16/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/17/2013,0,0,0,0,0,0,0,0,0,6,0,6
10/18/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/19/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/20/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/21/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/25/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/26/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/27/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/28/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/29/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/30/2013,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/01/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/02/2013,0,0,0,0,0,0,0,0,18,0,0,18
11/03/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/05/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/06/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/07/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/09/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/11/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/12/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/13/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/14/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/15/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/16/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/17/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/18/2013,0,6,0,0,0,0,0,0,0,0,0,6
11/19/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/20/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/21/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/22/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/23/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/24/2013,0,0,0,0,0,0,0,0,0,0,0,0
11/25/2013,0,0,0,0,0,0,0,0,0,0,0,0
